tank,date,dispersal,wattage,metacommunity,temp_mean,temp_max,temp_sd,temp_min,dispersal_date
11,2018-06-28,low,300,3,24.851388888888888,29.56,2.0566088630412964,22.43,TRUE
12,2018-06-28,low,200,3,23.850902777777776,28.4,2.0482118802911136,21.28,TRUE
13,2018-06-28,none,300,4,23.082430555555554,24.92,0.9266008612034127,21.62,TRUE
14,2018-06-28,none,0,4,20.919930555555556,22.95,1.0863807215091874,19.26,TRUE
15,2018-06-28,none,200,4,22.533819444444443,24.36,0.9701913851478345,21.02,TRUE
16,2018-06-28,none,100,4,21.80125,23.64,0.9995676512925423,20.16,TRUE
17,2018-06-28,low,0,5,21.340069444444445,23.34,1.0276332347067287,19.73,TRUE
18,2018-06-28,low,100,5,21.795972222222222,23.46,0.9754828959760806,20.2,TRUE
19,2018-06-28,low,300,5,23.213541666666668,24.88,0.9159155828432581,21.66,TRUE
20,2018-06-28,low,200,5,22.491944444444446,24.41,1.012387801106404,20.85,TRUE
21,2018-06-28,high,100,6,22.070486111111112,24.15,1.1279093413582637,20.25,TRUE
22,2018-06-28,high,200,6,22.88048611111111,24.84,0.9740330186826686,21.36,TRUE
23,2018-06-28,high,0,6,21.162569444444443,23.21,1.113521941420493,19.43,TRUE
24,2018-06-28,high,300,6,23.64777777777778,25.27,0.9058129636393625,22.18,TRUE
25,2018-06-28,low,200,7,22.78638888888889,24.84,1.0058998067076173,21.23,TRUE
26,2018-06-28,low,300,7,23.602430555555557,25.48,0.962610267248525,22.13,TRUE
27,2018-06-28,low,100,7,22.263472222222223,24.41,1.139591583965053,20.5,TRUE
28,2018-06-28,low,0,7,21.501805555555556,23.76,1.1801787542558508,19.69,TRUE
29,2018-06-28,high,100,8,21.82111111111111,23.98,1.0435161855601613,20.2,TRUE
30,2018-06-28,high,200,8,22.441180555555555,24.32,0.9376025792105875,20.93,TRUE
31,2018-06-28,high,0,8,20.94451388888889,22.91,1.0374058756603897,19.3,TRUE
32,2018-06-28,high,300,8,23.298402777777778,24.88,0.835820992641655,21.92,TRUE
33,2018-06-28,none,0,9,20.992291666666667,23.12,1.0719022491898138,19.3,TRUE
34,2018-06-28,none,100,9,21.83798611111111,23.68,0.9724394959236916,20.29,TRUE
35,2018-06-28,none,300,9,23.540347222222223,25.22,0.8770344286760576,22.13,TRUE
36,2018-06-28,none,200,9,22.647430555555555,24.32,0.9053861723142621,21.19,TRUE
37,2018-06-28,high,200,10,22.80465277777778,24.71,0.9731600269401678,21.19,TRUE
38,2018-06-28,high,300,10,23.42152777777778,25.01,0.8460945403741656,22.09,TRUE
39,2018-06-28,high,100,10,22.070069444444446,24.11,1.085651811256079,20.37,TRUE
40,2018-06-28,high,0,10,21.091944444444444,23.12,1.1290823539170922,19.3,TRUE
41,2018-06-28,none,0,11,20.685,22.78,1.0667708282475667,19.04,TRUE
42,2018-06-28,none,100,11,21.38486111111111,23.25,0.9949094108609765,19.86,TRUE
43,2018-06-28,none,300,11,23.593055555555555,25.18,0.8218232142580273,22.22,TRUE
44,2018-06-28,none,200,11,22.448819444444446,24.28,0.9495265633169221,20.98,TRUE
45,2018-06-28,low,100,12,21.92972222222222,23.72,0.9424153943175881,20.42,TRUE
46,2018-06-28,low,200,12,22.579097222222224,24.36,0.9165028646825123,21.19,TRUE
47,2018-06-28,low,0,12,21.132986111111112,23.25,1.1082860703770325,19.43,TRUE
48,2018-06-28,low,300,12,23.52826388888889,25.22,0.8471889592486925,22.22,TRUE
1,2018-06-29,high,100,1,20.62201388888889,21.58,0.7168068078678868,19.39,NA
2,2018-06-29,high,200,1,21.108055555555556,22.22,0.7792799956224411,19.82,NA
3,2018-06-29,high,0,1,19.955972222222222,20.93,0.6441672886187998,18.87,NA
4,2018-06-29,high,300,1,22.022986111111113,23.12,0.7942407025027386,20.72,NA
5,2018-06-29,none,200,2,21.364930555555556,22.56,0.7648346377588904,20.07,NA
6,2018-06-29,none,300,2,22.14645833333333,23.25,0.7692885358554366,20.85,NA
7,2018-06-29,none,100,2,20.639027777777777,21.62,0.6969075742558456,19.43,NA
8,2018-06-29,none,0,2,19.863055555555555,20.76,0.6639058802804941,18.7,NA
9,2018-06-29,low,0,3,19.782777777777778,20.68,0.681015741214871,18.62,NA
10,2018-06-29,low,100,3,20.722361111111113,21.66,0.7205524163936892,19.52,NA
11,2018-06-29,low,300,3,23.026527777777776,25.65,1.2077942210252048,21.32,NA
12,2018-06-29,low,200,3,22.111180555555556,24.75,1.2087926685017016,20.37,NA
13,2018-06-29,none,300,4,21.977569444444445,23.12,0.7900378379252068,20.63,NA
14,2018-06-29,none,0,4,19.45777777777778,20.42,0.6884587473301846,18.27,NA
15,2018-06-29,none,200,4,21.226805555555554,22.35,0.7574309290467433,19.95,NA
16,2018-06-29,none,100,4,20.40597222222222,21.28,0.6821749662203124,19.22,NA
17,2018-06-29,low,0,5,19.838958333333334,20.85,0.643095354216919,18.74,NA
18,2018-06-29,low,100,5,20.423680555555556,21.32,0.6763256824268755,19.26,NA
19,2018-06-29,low,300,5,22.124375,23.29,0.7805410699560351,20.85,NA
20,2018-06-29,low,200,5,21.273680555555554,22.31,0.7528423961663049,19.99,NA
21,2018-06-29,high,100,6,20.74673611111111,21.83,0.7812557847493677,19.43,NA
22,2018-06-29,high,200,6,21.700902777777777,22.82,0.7561726531625109,20.46,NA
23,2018-06-29,high,0,6,19.731458333333332,20.63,0.6733674572753592,18.57,NA
24,2018-06-29,high,300,6,22.656319444444446,23.81,0.809707489726981,21.32,NA
25,2018-06-29,low,200,7,21.579027777777778,22.82,0.7694074729055205,20.29,NA
26,2018-06-29,low,300,7,22.53159722222222,23.72,0.8369990209738066,21.15,NA
27,2018-06-29,low,100,7,20.824444444444445,21.88,0.7515483111715865,19.56,NA
28,2018-06-29,low,0,7,19.96576388888889,20.98,0.6940240215317425,18.79,NA
29,2018-06-29,high,100,8,20.50409722222222,21.62,0.7452304409121782,19.26,NA
30,2018-06-29,high,200,8,21.374027777777776,22.43,0.7423967230045496,20.12,NA
31,2018-06-29,high,0,8,19.590208333333333,20.55,0.6340451427201322,18.53,NA
32,2018-06-29,high,300,8,22.38048611111111,23.51,0.7697564139834668,21.15,NA
33,2018-06-29,none,0,9,19.619444444444444,20.5,0.6500626949621915,18.49,NA
34,2018-06-29,none,100,9,20.60222222222222,21.49,0.6609766501852635,19.52,NA
35,2018-06-29,none,300,9,22.557916666666667,23.68,0.7753716681541984,21.28,NA
36,2018-06-29,none,200,9,21.504722222222224,22.52,0.7041911934874202,20.33,NA
37,2018-06-29,high,200,10,21.623472222222222,22.69,0.742412735984284,20.37,NA
38,2018-06-29,high,300,10,22.398819444444445,23.51,0.7708795235956069,21.15,NA
39,2018-06-29,high,100,10,20.71326388888889,21.7,0.724253973401298,19.47,NA
40,2018-06-29,high,0,10,19.66875,20.55,0.6647107525949797,18.53,NA
41,2018-06-29,none,0,11,19.46611111111111,20.46,0.6602766014067061,18.32,NA
42,2018-06-29,none,100,11,20.365833333333335,21.36,0.701409669505293,19.22,NA
43,2018-06-29,none,300,11,22.779930555555556,23.89,0.7725839819267283,21.53,NA
44,2018-06-29,none,200,11,21.499305555555555,22.65,0.8291639168993068,20.2,NA
45,2018-06-29,low,100,12,20.696875,21.58,0.6500343925812394,19.6,NA
46,2018-06-29,low,200,12,21.482847222222222,22.69,0.7929185384789276,20.2,NA
47,2018-06-29,low,0,12,19.661527777777778,20.59,0.6787589656783425,18.53,NA
48,2018-06-29,low,300,12,22.55638888888889,23.89,0.827777892502717,21.23,NA
1,2018-06-30,high,100,1,19.962222222222223,21.66,1.0899216911912954,18.57,NA
2,2018-06-30,high,200,1,20.602777777777778,22.22,1.0538948372083086,19.17,NA
3,2018-06-30,high,0,1,19.186805555555555,20.8,1.0177684713271777,17.89,NA
4,2018-06-30,high,300,1,21.48,22.95,0.9868201386341817,20.03,NA
5,2018-06-30,none,200,2,20.748819444444443,22.39,1.0354084336697158,19.35,NA
6,2018-06-30,none,300,2,21.593888888888888,22.99,0.9604537907007727,20.2,NA
7,2018-06-30,none,100,2,19.929444444444446,21.62,1.05348823032697,18.53,NA
8,2018-06-30,none,0,2,19.12909722222222,20.85,1.0666101542977036,17.76,NA
9,2018-06-30,low,0,3,19.05201388888889,20.76,1.0974959291455542,17.67,NA
10,2018-06-30,low,100,3,20.09486111111111,21.79,1.0726628431061522,18.66,NA
11,2018-06-30,low,300,3,22.17597222222222,23.89,1.1002538292291861,20.59,NA
12,2018-06-30,low,200,3,21.191388888888888,22.82,1.0858547669834009,19.73,NA
13,2018-06-30,none,300,4,21.518194444444443,22.95,0.9456190134352837,20.16,NA
14,2018-06-30,none,0,4,18.87159722222222,20.63,1.1106059979981344,17.46,NA
15,2018-06-30,none,200,4,20.678055555555556,22.22,1.0077269844623966,19.26,NA
16,2018-06-30,none,100,4,19.798055555555557,21.36,1.0316117322533542,18.44,NA
17,2018-06-30,low,0,5,19.13986111111111,20.72,1.0189038303687035,17.8,NA
18,2018-06-30,low,100,5,19.817222222222224,21.36,1.0183542491910058,18.49,NA
19,2018-06-30,low,300,5,21.5975,22.99,0.9361918845809576,20.25,NA
20,2018-06-30,low,200,5,20.756527777777777,22.35,1.0114528216440994,19.39,NA
21,2018-06-30,high,100,6,20.197569444444444,21.96,1.11663846596614,18.74,NA
22,2018-06-30,high,200,6,21.156944444444445,22.69,0.9918036672519991,19.77,NA
23,2018-06-30,high,0,6,19.071944444444444,20.8,1.08401499085045,17.67,NA
24,2018-06-30,high,300,6,22.163958333333333,23.46,0.880082019977747,20.85,NA
25,2018-06-30,low,200,7,21.004375,22.56,0.9891945715326433,19.6,NA
26,2018-06-30,low,300,7,21.977013888888887,23.38,0.9207940324282082,20.63,NA
27,2018-06-30,low,100,7,20.151041666666668,21.83,1.061234087495091,18.7,NA
28,2018-06-30,low,0,7,19.236041666666665,21.06,1.106727184625376,17.84,NA
29,2018-06-30,high,100,8,19.939652777777777,21.62,1.0798882441495368,18.44,NA
30,2018-06-30,high,200,8,20.866875,22.31,0.9663603902510459,19.47,NA
31,2018-06-30,high,0,8,18.910694444444445,20.5,1.0041060128312571,17.59,NA
32,2018-06-30,high,300,8,21.915902777777777,23.21,0.8689044731664888,20.63,NA
33,2018-06-30,none,0,9,18.95777777777778,20.59,1.045303478832517,17.59,NA
34,2018-06-30,none,100,9,20.014305555555556,21.53,0.9836144653635467,18.7,NA
35,2018-06-30,none,300,9,22.029097222222223,23.29,0.8632512240341311,20.76,NA
36,2018-06-30,none,200,9,20.979305555555555,22.39,0.9287036252031236,19.65,NA
37,2018-06-30,high,200,10,21.08076388888889,22.52,0.9540638730879729,19.73,NA
38,2018-06-30,high,300,10,21.870416666666667,23.16,0.8892621873003694,20.55,NA
39,2018-06-30,high,100,10,20.109305555555554,21.75,1.069461437417342,18.7,NA
40,2018-06-30,high,0,10,19.02027777777778,20.72,1.0834701724586675,17.67,NA
41,2018-06-30,none,0,11,18.871388888888887,20.55,1.0494518123520993,17.5,NA
42,2018-06-30,none,100,11,19.876875,21.36,1.0205047899073165,18.53,NA
43,2018-06-30,none,300,11,22.352291666666666,23.51,0.8169735372027116,21.15,NA
44,2018-06-30,none,200,11,21.105763888888887,22.56,1.003092128364872,19.65,NA
45,2018-06-30,low,100,12,20.13215277777778,21.62,0.9714275870672534,18.83,NA
46,2018-06-30,low,200,12,20.98375,22.48,0.9979362445826627,19.52,NA
47,2018-06-30,low,0,12,18.998541666666668,20.76,1.1218129487388,17.59,NA
48,2018-06-30,low,300,12,22.060277777777777,23.42,0.8999206992603647,20.72,NA
1,2018-07-01,high,100,1,22.083333333333332,27.11,2.9644565770479403,18.7,NA
2,2018-07-01,high,200,1,22.786944444444444,27.71,2.9752090548344534,19.35,NA
3,2018-07-01,high,0,1,21.02138888888889,25.35,2.636370309184279,17.97,NA
4,2018-07-01,high,300,1,23.706666666666667,28.65,3.034717991298909,20.2,NA
5,2018-07-01,none,200,2,22.89298611111111,27.97,2.9901767096695973,19.47,NA
6,2018-07-01,none,300,2,23.760416666666668,28.48,2.9178071263490706,20.37,NA
7,2018-07-01,none,100,2,22.003819444444446,26.64,2.8815780924410244,18.7,NA
8,2018-07-01,none,0,2,21.05298611111111,25.31,2.713020941529273,17.93,NA
9,2018-07-01,low,0,3,21.024166666666666,25.82,2.810209284693263,17.8,NA
10,2018-07-01,low,100,3,22.12951388888889,26.64,2.7797505371447992,18.87,NA
11,2018-07-01,low,300,3,23.106180555555557,29.43,2.383837476428472,20.68,NA
12,2018-07-01,low,200,3,22.192916666666665,28.48,2.3305081756225094,19.9,NA
13,2018-07-01,none,300,4,23.68284722222222,28.65,2.946289752411846,20.33,NA
14,2018-07-01,none,0,4,20.814027777777778,25.18,2.7067264876494783,17.67,NA
15,2018-07-01,none,200,4,22.77340277777778,27.71,2.887120462313327,19.43,NA
16,2018-07-01,none,100,4,21.843125,26.17,2.759323285020939,18.62,NA
17,2018-07-01,low,0,5,21.031388888888888,25.65,2.673553882978678,17.97,NA
18,2018-07-01,low,100,5,21.838194444444444,26.08,2.719724290010886,18.7,NA
19,2018-07-01,low,300,5,23.735277777777778,28.65,2.9004528087397827,20.37,NA
20,2018-07-01,low,200,5,22.979097222222222,27.84,2.9561986347510745,19.6,NA
21,2018-07-01,high,100,6,22.358125,27.28,2.991264430530447,18.96,NA
22,2018-07-01,high,200,6,23.337083333333332,28.23,2.9297055569373605,19.99,NA
23,2018-07-01,high,0,6,20.99138888888889,25.61,2.729486391172515,17.84,NA
24,2018-07-01,high,300,6,24.47513888888889,29.3,3.0161027013433253,21.02,NA
25,2018-07-01,low,200,7,23.14625,28.23,2.9473965933212445,19.73,NA
26,2018-07-01,low,300,7,24.245069444444443,29.43,3.066779362699476,20.76,NA
27,2018-07-01,low,100,7,22.27513888888889,27.32,2.989322720989711,18.87,NA
28,2018-07-01,low,0,7,21.275833333333335,25.91,2.8790819000876975,17.93,NA
29,2018-07-01,high,100,8,22.022083333333335,26.81,2.8557006843507597,18.74,NA
30,2018-07-01,high,200,8,22.95451388888889,27.54,2.8103041743294095,19.77,NA
31,2018-07-01,high,0,8,20.808819444444445,25.18,2.6114220589496675,17.8,NA
32,2018-07-01,high,300,8,24.113611111111112,28.7,2.8573540528559263,20.8,NA
33,2018-07-01,none,0,9,20.888958333333335,25.39,2.661022653921856,17.8,NA
34,2018-07-01,none,100,9,22.044444444444444,26.38,2.7087338093727196,18.87,NA
35,2018-07-01,none,300,9,24.150347222222223,28.83,2.864197226574927,20.89,NA
36,2018-07-01,none,200,9,23.06923611111111,27.58,2.7714036936852384,19.86,NA
37,2018-07-01,high,200,10,23.25701388888889,28.01,2.90559842538434,19.95,NA
38,2018-07-01,high,300,10,24.076458333333335,28.91,2.93221138266963,20.72,NA
39,2018-07-01,high,100,10,22.310208333333332,27.28,2.9719237415392197,18.92,NA
40,2018-07-01,high,0,10,21.019861111111112,25.44,2.769919588368862,17.8,NA
41,2018-07-01,none,0,11,20.776875,25.27,2.6347116636739014,17.76,NA
42,2018-07-01,none,100,11,21.939444444444444,26.55,2.764063537917904,18.79,NA
43,2018-07-01,none,300,11,24.56361111111111,29.3,2.862339160561772,21.32,NA
44,2018-07-01,none,200,11,23.403333333333332,28.65,3.072005563441931,19.95,NA
45,2018-07-01,low,100,12,22.14201388888889,26.55,2.6857337630449525,19.09,NA
46,2018-07-01,low,200,12,23.133472222222224,28.1,2.9670465924451674,19.77,NA
47,2018-07-01,low,0,12,21.066180555555555,25.91,2.875777303623988,17.8,NA
48,2018-07-01,low,300,12,24.271458333333335,29.43,3.0441065309345414,20.8,NA
1,2018-07-02,high,100,1,21.543194444444445,26.51,3.338901174463847,16.47,NA
2,2018-07-02,high,200,1,21.904027777777777,26.94,3.4773754912168027,16.64,NA
3,2018-07-02,high,0,1,20.850694444444443,25.14,2.9372509036542773,16.3,NA
4,2018-07-02,high,300,1,22.85125,27.97,3.480884839481804,17.54,NA
5,2018-07-02,none,200,2,22.28826388888889,27.45,3.5267509820394527,17.03,NA
6,2018-07-02,none,300,2,22.878333333333334,27.63,3.393424946441701,17.59,NA
7,2018-07-02,none,100,2,21.588819444444443,26.21,3.204127691100655,16.47,NA
8,2018-07-02,none,0,2,20.669444444444444,24.92,2.987449453071003,15.96,NA
9,2018-07-02,low,0,3,20.644166666666667,25.44,3.0644267308603075,16,NA
10,2018-07-02,low,100,3,21.251597222222223,25.74,3.1001855715254076,16.47,NA
11,2018-07-02,low,300,3,23.568680555555556,29.51,3.7303994511411003,17.97,NA
12,2018-07-02,low,200,3,22.51263888888889,28.57,3.7375196491026146,17.11,NA
13,2018-07-02,none,300,4,22.552222222222223,27.63,3.4623952751211173,17.33,NA
14,2018-07-02,none,0,4,20.141944444444444,24.41,2.955717057765057,15.7,NA
15,2018-07-02,none,200,4,21.920069444444444,26.77,3.3114916455006598,16.9,NA
16,2018-07-02,none,100,4,21.050763888888888,25.35,3.027325224317956,16.3,NA
17,2018-07-02,low,0,5,20.577291666666667,25.05,2.9534600352924922,16.04,NA
18,2018-07-02,low,100,5,20.863611111111112,24.97,2.9523567949878013,16.34,NA
19,2018-07-02,low,300,5,22.60388888888889,27.58,3.3938811891445955,17.46,NA
20,2018-07-02,low,200,5,21.85423611111111,26.72,3.3381097996876603,16.77,NA
21,2018-07-02,high,100,6,21.392430555555556,26.38,3.471841422397718,16.17,NA
22,2018-07-02,high,200,6,22.226666666666667,27.11,3.292502396046513,17.24,NA
23,2018-07-02,high,0,6,20.219375,24.84,3.0155355828440498,15.7,NA
24,2018-07-02,high,300,6,23.171805555555554,28.23,3.567389528190472,17.8,NA
25,2018-07-02,low,200,7,22.009097222222223,27.15,3.4276044996274506,17.03,NA
26,2018-07-02,low,300,7,22.86520833333333,28.31,3.624548000515645,17.54,NA
27,2018-07-02,low,100,7,21.460833333333333,26.47,3.4246250368991706,16.39,NA
28,2018-07-02,low,0,7,20.717569444444443,25.31,3.1418099203426233,15.87,NA
29,2018-07-02,high,100,8,21.105694444444445,25.82,3.1509243072309734,16.39,NA
30,2018-07-02,high,200,8,21.678402777777777,26.17,3.087804267319894,17.07,NA
31,2018-07-02,high,0,8,20.025902777777777,24.02,2.720660505261054,15.91,NA
32,2018-07-02,high,300,8,22.626458333333332,26.94,3.140798408304549,17.93,NA
33,2018-07-02,none,0,9,20.034166666666668,24.15,2.765856131446489,15.87,NA
34,2018-07-02,none,100,9,20.911944444444444,24.88,2.8530323158866233,16.6,NA
35,2018-07-02,none,300,9,22.705902777777776,27.54,3.3075141010951534,17.76,NA
36,2018-07-02,none,200,9,21.85236111111111,26.21,3.0622520133330626,17.2,NA
37,2018-07-02,high,200,10,22.098541666666666,26.85,3.27007516193211,17.16,NA
38,2018-07-02,high,300,10,22.73576388888889,27.5,3.2834560037370792,17.84,NA
39,2018-07-02,high,100,10,21.317291666666666,26.08,3.263121594992485,16.39,NA
40,2018-07-02,high,0,10,20.22458333333333,24.49,2.969611091534551,15.7,NA
41,2018-07-02,none,0,11,19.756875,23.72,2.667131580065861,15.74,NA
42,2018-07-02,none,100,11,20.525972222222222,24.75,2.907187456686257,16.17,NA
43,2018-07-02,none,300,11,22.89201388888889,27.67,3.2770724142437495,18.02,NA
44,2018-07-02,none,200,11,21.85625,26.98,3.402929604782458,16.86,NA
45,2018-07-02,low,100,12,21.087777777777777,25.31,2.906591362553971,16.64,NA
46,2018-07-02,low,200,12,21.885208333333335,26.72,3.228747829067222,17.16,NA
47,2018-07-02,low,0,12,20.299166666666668,24.88,3.0677447810986553,15.66,NA
48,2018-07-02,low,300,12,23.119305555555556,28.27,3.417610430232804,18.1,NA
1,2018-07-03,high,100,1,23.28090277777778,28.35,3.382501642440267,18.53,NA
2,2018-07-03,high,200,1,23.679444444444446,28.91,3.4682368463048805,18.83,NA
3,2018-07-03,high,0,1,22.271319444444444,26.72,2.9987881576937316,17.97,NA
4,2018-07-03,high,300,1,24.67395833333333,29.73,3.4269338818278334,19.77,NA
5,2018-07-03,none,200,2,24.060833333333335,29.17,3.5038918422174565,19.22,NA
6,2018-07-03,none,300,2,24.747847222222223,29.56,3.3211159897021316,19.9,NA
7,2018-07-03,none,100,2,23.178194444444443,27.88,3.203044804224726,18.49,NA
8,2018-07-03,none,0,2,22.089583333333334,26.25,2.9850522421076464,17.67,NA
9,2018-07-03,low,0,3,21.843125,26.77,3.1046399898834034,17.41,NA
10,2018-07-03,low,100,3,22.71875,27.28,3.134662488384342,18.27,NA
11,2018-07-03,low,300,3,24.860902777777778,30.33,3.0014811991886843,20.5,NA
12,2018-07-03,low,200,3,23.585763888888888,29.17,3.017185179169511,19.3,NA
13,2018-07-03,none,300,4,24.485416666666666,29.68,3.4456722374352684,19.69,NA
14,2018-07-03,none,0,4,21.423819444444444,25.91,3.0633972632269786,17.07,NA
15,2018-07-03,none,200,4,23.682916666666667,28.61,3.3490069240929285,19,NA
16,2018-07-03,none,100,4,22.53013888888889,27.02,3.080957299715932,18.1,NA
17,2018-07-03,low,0,5,21.960763888888888,26.55,3.0020759903030436,17.67,NA
18,2018-07-03,low,100,5,22.26222222222222,26.47,2.9663010434448287,18.1,NA
19,2018-07-03,low,300,5,24.364375,29.3,3.2917098068932513,19.77,NA
20,2018-07-03,low,200,5,23.417430555555555,28.31,3.2656032643997692,18.92,NA
21,2018-07-03,high,100,6,23.149791666666665,28.1,3.3714290030678784,18.44,NA
22,2018-07-03,high,200,6,23.804791666666667,28.74,3.2088507340193906,19.43,NA
23,2018-07-03,high,0,6,21.60423611111111,26.25,3.030458106536055,17.41,NA
24,2018-07-03,high,300,6,25.090208333333333,29.94,3.3581982908234456,20.46,NA
25,2018-07-03,low,200,7,23.758541666666666,28.95,3.393383518635265,19.22,NA
26,2018-07-03,low,300,7,24.767430555555556,30.07,3.4446414748488174,20.03,NA
27,2018-07-03,low,100,7,23.315555555555555,28.27,3.3570703548661847,18.53,NA
28,2018-07-03,low,0,7,22.156111111111112,26.85,3.145521872075896,17.54,NA
29,2018-07-03,high,100,8,22.507083333333334,27.41,3.231845015281085,18.06,NA
30,2018-07-03,high,200,8,23.051875,27.71,3.1123878290231994,18.83,NA
31,2018-07-03,high,0,8,21.075625,25.27,2.786326433004349,17.2,NA
32,2018-07-03,high,300,8,24.24388888888889,28.74,3.1314180775455673,19.99,NA
33,2018-07-03,none,0,9,21.13875,25.35,2.8227806741342354,17.2,NA
34,2018-07-03,none,100,9,22.216805555555556,26.34,2.8968199716138643,18.23,NA
35,2018-07-03,none,300,9,24.452291666666667,29.26,3.1808576753289834,20.2,NA
36,2018-07-03,none,200,9,23.298194444444444,27.75,3.033759386944031,19.13,NA
37,2018-07-03,high,200,10,23.70076388888889,28.44,3.1675518507324343,19.26,NA
38,2018-07-03,high,300,10,24.360347222222224,29.04,3.1744575910657153,19.99,NA
39,2018-07-03,high,100,10,22.781458333333333,27.54,3.159605615990924,18.23,NA
40,2018-07-03,high,0,10,21.421041666666667,25.78,2.9507364776424065,17.07,NA
41,2018-07-03,none,0,11,20.676319444444445,24.79,2.7269575624844804,16.9,NA
42,2018-07-03,none,100,11,21.731319444444445,26.21,2.9608032000707745,17.72,NA
43,2018-07-03,none,300,11,24.580902777777776,29.38,3.1808873972271297,20.25,NA
44,2018-07-03,none,200,11,23.33375,28.61,3.3693501012650953,18.7,NA
45,2018-07-03,low,100,12,22.42361111111111,26.72,2.9002210215054265,18.27,NA
46,2018-07-03,low,200,12,23.275555555555556,28.27,3.2483568256615643,19,NA
47,2018-07-03,low,0,12,21.570625,26.12,3.048192452753103,17.16,NA
48,2018-07-03,low,300,12,24.715138888888887,29.81,3.296467273320257,20.2,NA
1,2018-07-04,high,100,1,24.213472222222222,28.05,2.3795181740179543,20.59,NA
2,2018-07-04,high,200,1,24.657916666666665,28.74,2.5372946539255468,20.89,NA
3,2018-07-04,high,0,1,23.276875,26.9,2.2264442060037237,19.9,NA
4,2018-07-04,high,300,1,25.598125,29.73,2.4772923886112697,21.88,NA
5,2018-07-04,none,200,2,24.968888888888888,29.21,2.521759323462508,21.32,NA
6,2018-07-04,none,300,2,25.7175,29.73,2.425630478202155,22.09,NA
7,2018-07-04,none,100,2,24.25638888888889,28.14,2.4151394901327667,20.63,NA
8,2018-07-04,none,0,2,23.16,26.94,2.324552442072249,19.69,NA
9,2018-07-04,low,0,3,22.836944444444445,26.94,2.380514511518328,19.35,NA
10,2018-07-04,low,100,3,23.782291666666666,27.67,2.3515793588074443,20.33,NA
11,2018-07-04,low,300,3,26.547083333333333,30.67,2.709959583472776,22.56,NA
12,2018-07-04,low,200,3,25.182430555555555,29.3,2.7056812144642213,21.32,NA
13,2018-07-04,none,300,4,25.392152777777778,29.56,2.3849162255872116,21.79,NA
14,2018-07-04,none,0,4,22.363333333333333,26.12,2.2715464065088073,19,NA
15,2018-07-04,none,200,4,24.585,28.53,2.3437869064693286,21.06,NA
16,2018-07-04,none,100,4,23.495277777777776,27.07,2.202790647244226,20.07,NA
17,2018-07-04,low,0,5,22.85333333333333,26.64,2.1342907962124564,19.65,NA
18,2018-07-04,low,100,5,23.253055555555555,26.72,2.1646092616528403,20.12,NA
19,2018-07-04,low,300,5,25.21097222222222,29.04,2.2987297554809443,21.88,NA
20,2018-07-04,low,200,5,24.263333333333332,28.23,2.3629861397188723,20.8,NA
21,2018-07-04,high,100,6,23.91888888888889,27.88,2.316619224414023,20.5,NA
22,2018-07-04,high,200,6,24.656180555555554,28.83,2.3225880779335655,21.36,NA
23,2018-07-04,high,0,6,22.50513888888889,25.95,2.1899308626922864,19.3,NA
24,2018-07-04,high,300,6,25.991180555555555,30.07,2.4879891890709573,22.39,NA
25,2018-07-04,low,200,7,24.666319444444444,28.65,2.4312961654423746,21.23,NA
26,2018-07-04,low,300,7,25.718055555555555,30.07,2.5597014898561348,22.05,NA
27,2018-07-04,low,100,7,24.211805555555557,27.93,2.3385365852447895,20.76,NA
28,2018-07-04,low,0,7,23.072708333333335,27.07,2.3666855105704383,19.47,NA
29,2018-07-04,high,100,8,23.345347222222223,27.32,2.2167111381959583,20.03,NA
30,2018-07-04,high,200,8,23.95340277777778,27.45,2.145429737771085,20.89,NA
31,2018-07-04,high,0,8,21.91263888888889,24.88,1.9616519319831691,19.04,NA
32,2018-07-04,high,300,8,25.086319444444445,28.74,2.1258248079333497,21.96,NA
33,2018-07-04,none,0,9,21.964027777777776,25.27,2.004766459880941,19,NA
34,2018-07-04,none,100,9,23.113125,26.47,2.024185053575607,20.12,NA
35,2018-07-04,none,300,9,25.286944444444444,28.91,2.2086277984614684,22.13,NA
36,2018-07-04,none,200,9,24.126180555555557,27.67,2.142799944823444,20.98,NA
37,2018-07-04,high,200,10,24.548680555555556,28.27,2.2684569311077083,21.15,NA
38,2018-07-04,high,300,10,25.248541666666668,29,2.2734542797004105,21.96,NA
39,2018-07-04,high,100,10,23.644166666666667,27.63,2.377436916872095,20.07,NA
40,2018-07-04,high,0,10,22.289236111111112,25.78,2.215786677729684,18.96,NA
41,2018-07-04,none,0,11,21.47326388888889,24.54,1.885905332428612,18.74,NA
42,2018-07-04,none,100,11,22.645555555555557,26.08,2.059194552897371,19.65,NA
43,2018-07-04,none,300,11,25.367291666666667,29,2.137528871518096,22.22,NA
44,2018-07-04,none,200,11,24.10472222222222,28.1,2.303458313497382,20.68,NA
45,2018-07-04,low,100,12,23.285625,26.6,2.0236378372015693,20.12,NA
46,2018-07-04,low,200,12,24.116527777777776,27.84,2.250261622534671,20.93,NA
47,2018-07-04,low,0,12,22.47972222222222,25.95,2.199110737136272,19.17,NA
48,2018-07-04,low,300,12,25.47722222222222,29.43,2.3679277312624514,22.05,NA
1,2018-07-05,high,100,1,25.485138888888887,29.64,2.6377276155020204,22.01,TRUE
